OA,Super Group,Super Group Name,Group,Group Name,Sub Group,Local Authority
E00000356,C,Settled Asians,C3,East End Asians,C3e,Barking and Dagenham
E00000357,C,Settled Asians,C3,East End Asians,C3d,Barking and Dagenham
E00000358,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000360,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Barking and Dagenham
E00000361,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000362,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000363,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000364,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000365,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000366,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000367,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000368,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000369,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000370,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000371,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000372,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000373,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000374,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000375,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000376,A,Intermediate Lifestyles,A2,Suburban localities,A2c,Barking and Dagenham
E00000377,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000378,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000379,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000380,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000381,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000382,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000383,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000384,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000385,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000386,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000387,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000388,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000389,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000390,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000391,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000392,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000393,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000394,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000395,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000396,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000397,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000398,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000399,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000400,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000401,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000402,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000403,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000404,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000405,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000406,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000407,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000408,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000409,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000410,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000411,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000412,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000413,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000414,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000415,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000416,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000417,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000418,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000419,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000420,A,Intermediate Lifestyles,A2,Suburban localities,A2c,Barking and Dagenham
E00000421,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000422,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000423,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000424,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000425,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000426,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000427,C,Settled Asians,C1,Asian owner occupiers,C1a,Barking and Dagenham
E00000428,C,Settled Asians,C3,East End Asians,C3c,Barking and Dagenham
E00000429,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000430,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000431,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000432,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000433,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000434,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000435,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000436,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000437,C,Settled Asians,C1,Asian owner occupiers,C1a,Barking and Dagenham
E00000438,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000439,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000440,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000441,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000442,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000443,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000444,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000445,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000446,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000447,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000448,A,Intermediate Lifestyles,A2,Suburban localities,A2c,Barking and Dagenham
E00000449,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Barking and Dagenham
E00000450,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000451,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000452,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Barking and Dagenham
E00000453,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000454,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000455,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Barking and Dagenham
E00000456,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Barking and Dagenham
E00000457,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Barking and Dagenham
E00000458,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000459,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000460,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000461,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000462,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000463,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000464,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000465,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000466,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000467,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000468,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000469,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Barking and Dagenham
E00000470,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000471,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000472,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1b,Barking and Dagenham
E00000474,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000475,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Barking and Dagenham
E00000476,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000477,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Barking and Dagenham
E00000478,C,Settled Asians,C3,East End Asians,C3c,Barking and Dagenham
E00000479,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Barking and Dagenham
E00000480,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000481,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000482,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000483,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000484,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000485,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000486,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000487,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000488,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000489,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000490,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000491,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000492,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000493,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000494,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000495,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000496,A,Intermediate Lifestyles,A2,Suburban localities,A2c,Barking and Dagenham
E00000497,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000498,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000499,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000500,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000501,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000502,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000503,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000504,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000505,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000506,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000507,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000508,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000509,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000510,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000511,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000512,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000513,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000514,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000515,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000516,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000517,A,Intermediate Lifestyles,A2,Suburban localities,A2a,Barking and Dagenham
E00000518,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000519,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000520,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000521,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000522,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000523,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000524,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000525,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000526,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000527,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000528,A,Intermediate Lifestyles,A2,Suburban localities,A2a,Barking and Dagenham
E00000529,A,Intermediate Lifestyles,A2,Suburban localities,A2a,Barking and Dagenham
E00000530,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000531,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000532,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000533,A,Intermediate Lifestyles,A2,Suburban localities,A2a,Barking and Dagenham
E00000534,A,Intermediate Lifestyles,A2,Suburban localities,A2c,Barking and Dagenham
E00000535,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000536,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000537,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Barking and Dagenham
E00000538,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000539,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Barking and Dagenham
E00000540,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Barking and Dagenham
E00000541,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2b,Barking and Dagenham
E00000542,B,High Density & High Rise Flats,B1,Disadvantaged diaspora,B1a,Barking and Dagenham
E00000543,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000544,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000545,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000546,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000547,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000548,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000549,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Barking and Dagenham
E00000550,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000551,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000552,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000553,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000554,C,Settled Asians,C1,Asian owner occupiers,C1a,Barking and Dagenham
E00000555,C,Settled Asians,C1,Asian owner occupiers,C1b,Barking and Dagenham
E00000556,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000557,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000558,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Barking and Dagenham
E00000559,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000560,C,Settled Asians,C1,Asian owner occupiers,C1b,Barking and Dagenham
E00000561,C,Settled Asians,C1,Asian owner occupiers,C1b,Barking and Dagenham
E00000562,C,Settled Asians,C1,Asian owner occupiers,C1b,Barking and Dagenham
E00000563,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Barking and Dagenham
E00000564,A,Intermediate Lifestyles,A2,Suburban localities,A2b,Barking and Dagenham
E00000565,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000566,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Barking and Dagenham
E00000567,C,Settled Asians,C1,Asian owner occupiers,C1a,Barking and Dagenham
E00000568,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Barking and Dagenham
E00000569,C,Settled Asians,C1,Asian owner occupiers,C1b,Barking and Dagenham
E00000570,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Barking and Dagenham
E00000571,C,Settled Asians,C1,Asian owner occupiers,C1a,Barking and Dagenham
E00000572,C,Settled Asians,C1,Asian owner occupiers,C1a,Barking and Dagenham
E00000573,C,Settled Asians,C1,Asian owner occupiers,C1a,Barking and Dagenham
E00000574,C,Settled Asians,C1,Asian owner occupiers,C1b,Barking and Dagenham
E00000575,C,Settled Asians,C1,Asian owner occupiers,C1a,Barking and Dagenham
E00165805,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Barking and Dagenham
E00175102,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1a,Barking and Dagenham
E00175103,D,Urban Elites,D1,Educational advantage,D1c,Barking and Dagenham
E00175104,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Barking and Dagenham
